param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id,model
c_full[11],0.255839,0.000792314,0.0320251,0.031366,0.20352,0.256065,0.308326,1648.24,2199.5,0.458785,1.00575,nh,c_t0
c_full[12],0.255839,0.000792314,0.0320251,0.031366,0.20352,0.256065,0.308326,1648.24,2199.5,0.458785,1.00575,nh,c_t0
c_full[13],0.255839,0.000792314,0.0320251,0.031366,0.20352,0.256065,0.308326,1648.24,2199.5,0.458785,1.00575,nh,c_t0
c_full[14],0.255839,0.000792314,0.0320251,0.031366,0.20352,0.256065,0.308326,1648.24,2199.5,0.458785,1.00575,nh,c_t0
B_full[1],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[2],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[3],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[4],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[5],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[6],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[7],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[8],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[9],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[10],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[11],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[12],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[13],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
B_full[14],2.67431,0.00316515,0.129857,0.131714,2.46707,2.67133,2.89251,1710.35,1871.16,0.476074,1.00251,nh,c_t0
d_full[1],1.32237,0.000993079,0.0514024,0.0513728,1.23734,1.32275,1.4055,2686.66,2754.2,0.747828,1.00168,nh,c_t0
d_full[2],0.604869,0.000682899,0.0343714,0.0341119,0.54855,0.605124,0.661711,2507.43,2405.95,0.697939,1.00265,nh,c_t0
d_full[3],0.138566,0.000500214,0.0300195,0.0299021,0.0900436,0.137925,0.188669,3567.4,1684.29,0.99298,1.00016,nh,c_t0
d_full[4],0.0781339,0.000615094,0.0338273,0.0357147,0.0250347,0.0766425,0.136327,2636.78,1394.27,0.733942,1.00046,nh,c_t0
d_full[5],0.350728,0.00053976,0.0330135,0.0330861,0.29911,0.348844,0.405914,3743.0,2916.63,1.04186,1.00114,nh,c_t0
d_full[6],0.748386,0.000733756,0.0384087,0.0383204,0.685592,0.748084,0.810921,2740.89,2911.45,0.762922,1.00093,nh,c_t0
d_full[7],1.1693,0.00103549,0.052877,0.0525368,1.08169,1.16878,1.25698,2615.17,2321.86,0.727927,1.00161,nh,c_t0
d_full[8],1.32237,0.000993079,0.0514024,0.0513728,1.23734,1.32275,1.4055,2686.66,2754.2,0.747828,1.00168,nh,c_t0
d_full[9],0.604869,0.000682899,0.0343714,0.0341119,0.54855,0.605124,0.661711,2507.43,2405.95,0.697939,1.00265,nh,c_t0
d_full[10],0.138566,0.000500214,0.0300195,0.0299021,0.0900436,0.137925,0.188669,3567.4,1684.29,0.99298,1.00016,nh,c_t0
d_full[11],0.0781339,0.000615094,0.0338273,0.0357147,0.0250347,0.0766425,0.136327,2636.78,1394.27,0.733942,1.00046,nh,c_t0
d_full[12],0.350728,0.00053976,0.0330135,0.0330861,0.29911,0.348844,0.405914,3743.0,2916.63,1.04186,1.00114,nh,c_t0
d_full[13],0.748386,0.000733756,0.0384087,0.0383204,0.685592,0.748084,0.810921,2740.89,2911.45,0.762922,1.00093,nh,c_t0
d_full[14],1.1693,0.00103549,0.052877,0.0525368,1.08169,1.16878,1.25698,2615.17,2321.86,0.727927,1.00161,nh,c_t0
pk[1],0.880675,0.000231421,0.00939624,0.00932444,0.864769,0.881163,0.895802,1684.96,2196.64,0.469005,1.00471,nh,c_t0
pk[2],0.793962,0.00029832,0.0116172,0.0116225,0.774662,0.794271,0.812702,1537.42,2260.35,0.427938,1.00541,nh,c_t0
pk[3],0.721524,0.000299578,0.0124029,0.0121204,0.700757,0.72196,0.741526,1735.18,2579.14,0.482985,1.00561,nh,c_t0
pk[4],0.71129,0.000314511,0.0129755,0.0130713,0.689579,0.711355,0.732341,1722.7,2325.62,0.47951,1.00483,nh,c_t0
pk[5],0.755956,0.000279269,0.0119507,0.0120498,0.736679,0.756211,0.775504,1843.16,2219.75,0.513042,1.0045,nh,c_t0
pk[6],0.813769,0.000285128,0.0114479,0.0116543,0.794599,0.813901,0.832144,1636.03,2416.43,0.455386,1.00515,nh,c_t0
pk[7],0.864758,0.00024526,0.0101344,0.0098915,0.847567,0.865153,0.880945,1738.76,2218.97,0.48398,1.0053,nh,c_t0
pk[8],0.657235,0.00039908,0.0166275,0.0167176,0.629824,0.657809,0.684286,1777.99,2277.06,0.4949,1.00487,nh,c_t0
pk[9],0.518568,0.00038977,0.0155233,0.0153619,0.493304,0.518492,0.544019,1600.78,2158.58,0.445575,1.00601,nh,c_t0
pk[10],0.42605,0.000327653,0.0139091,0.0139161,0.403447,0.426133,0.449428,1824.37,2328.24,0.507811,1.00604,nh,c_t0
pk[11],0.414249,0.00033589,0.0142233,0.0142595,0.391299,0.413984,0.438205,1811.64,2308.8,0.504267,1.00498,nh,c_t0
pk[12],0.467951,0.000333016,0.0145793,0.014506,0.444582,0.467903,0.492099,1936.55,2094.38,0.539035,1.00504,nh,c_t0
